variable,x,y
bio_asc_07,68.0,0.5198653936386108
bio_asc_07,68.096,0.5198653936386108
bio_asc_07,68.192,0.5198653936386108
bio_asc_07,68.288,0.5198653936386108
bio_asc_07,68.384,0.5198653936386108
bio_asc_07,68.48,0.5198653936386108
bio_asc_07,68.576,0.5198653936386108
bio_asc_07,68.672,0.5198653936386108
bio_asc_07,68.768,0.5198653936386108
bio_asc_07,68.864,0.5198653936386108
bio_asc_07,68.96,0.5198653936386108
bio_asc_07,69.056,0.5198653936386108
bio_asc_07,69.152,0.5198653936386108
bio_asc_07,69.248,0.5198653936386108
bio_asc_07,69.344,0.5198653936386108
bio_asc_07,69.44,0.5198653936386108
bio_asc_07,69.536,0.5198653936386108
bio_asc_07,69.632,0.5198653936386108
bio_asc_07,69.728,0.5198653936386108
bio_asc_07,69.824,0.5198653936386108
bio_asc_07,69.92,0.5198653936386108
bio_asc_07,70.016,0.5198653936386108
bio_asc_07,70.112,0.5198653936386108
bio_asc_07,70.208,0.5198653936386108
bio_asc_07,70.304,0.5198653936386108
bio_asc_07,70.4,0.5198653936386108
bio_asc_07,70.496,0.5198653936386108
bio_asc_07,70.592,0.5198653936386108
bio_asc_07,70.688,0.5198653936386108
bio_asc_07,70.784,0.5198653936386108
bio_asc_07,70.88,0.5198653936386108
bio_asc_07,70.976,0.5198653936386108
bio_asc_07,71.072,0.5198653936386108
bio_asc_07,71.168,0.5198653936386108
bio_asc_07,71.264,0.5198653936386108
bio_asc_07,71.36,0.5198653936386108
bio_asc_07,71.456,0.5198653936386108
bio_asc_07,71.552,0.5198653936386108
bio_asc_07,71.648,0.5198653936386108
bio_asc_07,71.744,0.5198653936386108
bio_asc_07,71.84,0.5198653936386108
bio_asc_07,71.936,0.5198653936386108
bio_asc_07,72.032,0.5198653936386108
bio_asc_07,72.128,0.5198653936386108
bio_asc_07,72.224,0.5198653936386108
bio_asc_07,72.32,0.5198653936386108
bio_asc_07,72.416,0.5198653936386108
bio_asc_07,72.512,0.5198653936386108
bio_asc_07,72.608,0.5198653936386108
bio_asc_07,72.704,0.5198653936386108
bio_asc_07,72.8,0.5198653936386108
bio_asc_07,72.896,0.5198653936386108
bio_asc_07,72.992,0.5198653936386108
bio_asc_07,73.088,0.5198653936386108
bio_asc_07,73.184,0.5198653936386108
bio_asc_07,73.28,0.5198653936386108
bio_asc_07,73.376,0.5198653936386108
bio_asc_07,73.472,0.5198653936386108
bio_asc_07,73.568,0.5198653936386108
bio_asc_07,73.664,0.5198653936386108
bio_asc_07,73.76,0.5198653936386108
bio_asc_07,73.856,0.5198653936386108
bio_asc_07,73.952,0.5198653936386108
bio_asc_07,74.048,0.5198653936386108
bio_asc_07,74.144,0.5198653936386108
bio_asc_07,74.24,0.5198653936386108
bio_asc_07,74.336,0.5198653936386108
bio_asc_07,74.432,0.5198653936386108
bio_asc_07,74.528,0.5198653936386108
bio_asc_07,74.624,0.5198653936386108
bio_asc_07,74.72,0.5198653936386108
bio_asc_07,74.816,0.5198653936386108
bio_asc_07,74.912,0.5198653936386108
bio_asc_07,75.008,0.5198653936386108
bio_asc_07,75.104,0.5198653936386108
bio_asc_07,75.2,0.5198653936386108
bio_asc_07,75.296,0.5198653936386108
bio_asc_07,75.392,0.5198653936386108
bio_asc_07,75.488,0.5198653936386108
bio_asc_07,75.584,0.5198653936386108
bio_asc_07,75.68,0.5198653936386108
bio_asc_07,75.776,0.5198653936386108
bio_asc_07,75.872,0.5198653936386108
bio_asc_07,75.968,0.5198653936386108
bio_asc_07,76.064,0.5198653936386108
bio_asc_07,76.16,0.5198653936386108
bio_asc_07,76.256,0.5198653936386108
bio_asc_07,76.352,0.5198653936386108
bio_asc_07,76.44800000000001,0.5198653936386108
